track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,popularity_category,duration_minutes,explicit_label
5SuOikwiRyPMVoIQDJUgSV,Gen Hoshino,Comedy,Comedy,73.0,230666.0,False,0.676,0.461,1.0,-6.746,0.0,0.143,0.0322,1.01e-06,0.358,0.715,87.917,4.0,acoustic,High,3.84,Non-Explicit
4qPNDBW1i3p13qLCt0Ki3A,Ben Woodward,Ghost (Acoustic),Ghost - Acoustic,55.0,149610.0,False,0.42,0.166,1.0,-17.235,1.0,0.0763,0.924,5.56e-06,0.101,0.267,77.489,4.0,acoustic,High,2.49,Non-Explicit
1iJBSr7s7jYXzM8EGcbK5b,Ingrid Michaelson;ZAYN,To Begin Again,To Begin Again,57.0,210826.0,False,0.438,0.359,0.0,-9.734,1.0,0.0557,0.21,0.0,0.117,0.12,76.332,4.0,acoustic,High,3.51,Non-Explicit
6lfxq3CG4xtTiEg7opyCyx,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack),Can't Help Falling In Love,71.0,201933.0,False,0.266,0.0596,0.0,-18.515,1.0,0.0363,0.905,7.07e-05,0.132,0.143,181.74,3.0,acoustic,High,3.37,Non-Explicit
5vjLSffimiIP26QG5WcN2K,Chord Overstreet,Hold On,Hold On,82.0,198853.0,False,0.618,0.443,2.0,-9.681,1.0,0.0526,0.469,0.0,0.0829,0.167,119.949,4.0,acoustic,Very High,3.31,Non-Explicit
01MVOl9KtVTNfFiBU9I7dc,Tyrone Wells,Days I Will Remember,Days I Will Remember,58.0,214240.0,False,0.688,0.481,6.0,-8.807,1.0,0.105,0.289,0.0,0.189,0.666,98.017,4.0,acoustic,High,3.57,Non-Explicit
6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,74.0,229400.0,False,0.407,0.147,2.0,-8.822,1.0,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3.0,acoustic,High,3.82,Non-Explicit
1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,80.0,242946.0,False,0.703,0.444,11.0,-9.331,1.0,0.0417,0.559,0.0,0.0973,0.712,150.96,4.0,acoustic,Very High,4.05,Non-Explicit
0IktbUcnAGrvD03AWnz3Q8,Jason Mraz;Colbie Caillat,We Sing. We Dance. We Steal Things.,Lucky,74.0,189613.0,False,0.625,0.414,0.0,-8.7,1.0,0.0369,0.294,0.0,0.151,0.669,130.088,4.0,acoustic,High,3.16,Non-Explicit
7k9GuJYLp2AzqokyEdwEw2,Ross Copperman,Hunger,Hunger,56.0,205594.0,False,0.442,0.632,1.0,-6.77,1.0,0.0295,0.426,0.00419,0.0735,0.196,78.899,4.0,acoustic,High,3.43,Non-Explicit
4mzP5mHkRvGxdhdGdAH7EJ,Zack Tabudlo,Episode,Give Me Your Forever,74.0,244800.0,False,0.627,0.363,8.0,-8.127,1.0,0.0291,0.279,0.0,0.0928,0.301,99.905,4.0,acoustic,High,4.08,Non-Explicit
5ivF4eQBqJiVL5IAE9jRyl,Jason Mraz,Love Is a Four Letter Word,I Won't Give Up,69.0,240165.0,False,0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.0,0.115,0.139,133.406,3.0,acoustic,High,4.0,Non-Explicit
4ptDJbJl35d7gQfeNteBwp,Dan Berk,Solo,Solo,52.0,198712.0,False,0.489,0.314,7.0,-9.245,0.0,0.0331,0.749,0.0,0.113,0.607,124.234,4.0,acoustic,High,3.31,Non-Explicit
0X9MxHR1rTkEHDjp95F2OO,Anna Hamilton,Bad Liar,Bad Liar,62.0,248448.0,False,0.691,0.234,3.0,-6.441,1.0,0.0285,0.777,0.0,0.12,0.209,87.103,4.0,acoustic,High,4.14,Non-Explicit
4LbWtBkN82ZRhz9jqzgrb3,Chord Overstreet;Deepend,Hold On (Remix),Hold On - Remix,56.0,188133.0,False,0.755,0.78,2.0,-6.084,1.0,0.0327,0.124,2.83e-05,0.121,0.387,120.004,4.0,acoustic,High,3.14,Non-Explicit
1KHdq8NK9QxnGjdXb55NiG,Landon Pigg,The Boy Who Never,Falling in Love at a Coffee Shop,58.0,244986.0,False,0.489,0.561,4.0,-7.933,1.0,0.0274,0.2,4.56e-05,0.179,0.238,83.457,3.0,acoustic,High,4.08,Non-Explicit
6xKeQgzfjixSUld14qUezm,Andrew Foy;Renee Foy,ily (i love you baby),ily (i love you baby),56.0,129750.0,False,0.706,0.112,2.0,-18.098,1.0,0.0391,0.827,4.03e-06,0.125,0.414,110.154,4.0,acoustic,High,2.16,Non-Explicit
4Yo0igmcoNyat1secaH0OD,Andrew Foy;Renee Foy,At My Worst,At My Worst,54.0,169728.0,False,0.795,0.0841,10.0,-18.09,0.0,0.0461,0.742,1.17e-05,0.0853,0.609,91.803,4.0,acoustic,High,2.83,Non-Explicit
2qLMf6TuEC3ruGJg4SMMN6,Jason Mraz;Colbie Caillat,We Sing. We Dance. We Steal Things.,Lucky,68.0,189613.0,False,0.625,0.414,0.0,-8.7,1.0,0.0369,0.294,0.0,0.151,0.669,130.088,4.0,acoustic,High,3.16,Non-Explicit
6CgNoAbFJ4Q4Id4EjtbXlC,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 4",Photograph,67.0,260186.0,False,0.717,0.32,3.0,-8.393,1.0,0.0283,0.83,0.0,0.107,0.322,107.946,4.0,acoustic,High,4.34,Non-Explicit
3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,75.0,242946.0,False,0.703,0.444,11.0,-9.331,1.0,0.0417,0.559,0.0,0.0973,0.712,150.96,4.0,acoustic,Very High,4.05,Non-Explicit
210JCw2LbYD4YIs8GiZ9iP,Boyce Avenue;Jennel Garcia,"Cover Sessions, Vol. 3",Demons,63.0,174174.0,False,0.678,0.351,0.0,-8.654,1.0,0.0266,0.747,0.0,0.355,0.569,90.032,4.0,acoustic,High,2.9,Non-Explicit
5TvE3pk05pyFIGdSY9j4DJ,A Great Big World;Christina Aguilera,Is There Anybody Out There? - Track by Track Commentary,Say Something,70.0,229400.0,False,0.407,0.147,2.0,-8.822,1.0,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3.0,acoustic,High,3.82,Non-Explicit
0BUuuEvNa5T4lMaewyiudB,Jason Mraz,Coffee Moment,93 Million Miles,0.0,216386.0,False,0.572,0.454,3.0,-10.286,1.0,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4.0,acoustic,Low,3.61,Non-Explicit
3Hn3LfhrQOaKihdCibJsTs,Jason Mraz,Human - Best Adult Pop Tunes,Unlonely,0.0,231266.0,False,0.796,0.667,5.0,-4.831,0.0,0.0392,0.381,0.0,0.221,0.754,97.988,4.0,acoustic,Low,3.85,Non-Explicit
6D33wCKzWtNEgOovgeVJ7r,Jason Mraz,Mellow Adult Pop,Bella Luna,1.0,302346.0,False,0.755,0.454,9.0,-9.609,0.0,0.0352,0.757,0.0,0.236,0.33,120.06,4.0,acoustic,Low,5.04,Non-Explicit
5IfCZDRXZrqZSm8AwE44PG,Jason Mraz,Holly Jolly Christmas,Winter Wonderland,0.0,131760.0,False,0.62,0.309,5.0,-9.209,1.0,0.0495,0.788,0.0,0.146,0.664,145.363,4.0,acoustic,Low,2.2,Non-Explicit
0dzKBptH2P5j5a0MifBMwM,Jason Mraz,Feeling Good - Adult Pop Favorites,If It Kills Me,0.0,273653.0,False,0.633,0.429,4.0,-6.784,0.0,0.0381,0.0444,0.0,0.132,0.52,143.793,4.0,acoustic,Low,4.56,Non-Explicit
5QAMZTM5cmLg3fHX9ZbTZi,Jason Mraz,Christmas Time,Winter Wonderland,0.0,131760.0,False,0.62,0.309,5.0,-9.209,1.0,0.0495,0.788,0.0,0.146,0.664,145.363,4.0,acoustic,Low,2.2,Non-Explicit
2qESE1ZeWly7I3YjyTXmXh,Jason Mraz,Perfect Christmas Hits,Winter Wonderland,0.0,131760.0,False,0.62,0.309,5.0,-9.209,1.0,0.0495,0.788,0.0,0.146,0.664,145.363,4.0,acoustic,Low,2.2,Non-Explicit
3EQV1ZHtHvq9OnVRYIdbg3,Jason Mraz,Merry Christmas,Winter Wonderland,0.0,131760.0,False,0.62,0.309,5.0,-9.209,1.0,0.0495,0.788,0.0,0.146,0.664,145.363,4.0,acoustic,Low,2.2,Non-Explicit
3ax0rfGb7exLtl02LL08U9,Jason Mraz,Christmas Music - Holiday Hits,Winter Wonderland,0.0,131760.0,False,0.62,0.309,5.0,-9.209,1.0,0.0495,0.788,0.0,0.146,0.664,145.363,4.0,acoustic,Low,2.2,Non-Explicit
1m5LC29RE52Bxy7hxvpOlL,Chord Overstreet,Christmas Country Songs 2022,All I Want For Christmas Is A Real Good Tan,0.0,234186.0,False,0.593,0.455,6.0,-8.192,1.0,0.0388,0.366,0.0,0.0914,0.564,202.019,4.0,acoustic,Low,3.9,Non-Explicit
3H36x7buZdQD4687VmFrwY,Brandi Carlile;Sam Smith,Human - Best Adult Pop Tunes,Party of One,0.0,259558.0,False,0.296,0.206,0.0,-11.799,1.0,0.0412,0.782,0.000225,0.0959,0.202,165.4,4.0,acoustic,Low,4.33,Non-Explicit
0xbMRcMFqxJq1Wa7tvWPtn,Brandi Carlile;Sam Smith,Feeling Good - Adult Pop Favorites,Party of One,0.0,259558.0,False,0.296,0.206,0.0,-11.799,1.0,0.0412,0.782,0.000225,0.0959,0.202,165.4,4.0,acoustic,Low,4.33,Non-Explicit
6h061f44HZPj1OXO2nA45d,Brandi Carlile;Sam Smith,Mellow Bars R'n'B,Party of One,0.0,259558.0,False,0.296,0.206,0.0,-11.799,1.0,0.0412,0.782,0.000225,0.0959,0.202,165.4,4.0,acoustic,Low,4.33,Non-Explicit
62EwQLDw0dprDzuLwQ0sH1,KT Tunstall,Chill Christmas Dinner,Lonely This Christmas,0.0,257493.0,False,0.409,0.153,6.0,-10.74,0.0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4.0,acoustic,Low,4.29,Non-Explicit
3lvo0I8c2qBJDLZWqExDgC,Brandi Carlile,rainy day indie,Throwing Good After Bad,0.0,247791.0,False,0.501,0.0952,2.0,-12.931,1.0,0.054,0.963,1.58e-05,0.0915,0.316,138.016,4.0,acoustic,Low,4.13,Non-Explicit
1ae8XfBQ3fDEvmBjFaemGV,Brandi Carlile,Coffee Moment,This Time Tomorrow,0.0,206267.0,False,0.606,0.326,10.0,-10.031,1.0,0.0294,0.841,0.0,0.139,0.414,91.626,4.0,acoustic,Low,3.44,Non-Explicit
0adVktNVJXPZfhQe6B1NO5,KT Tunstall,sadsadchristmas,Lonely This Christmas,0.0,257493.0,False,0.409,0.153,6.0,-10.74,0.0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4.0,acoustic,Low,4.29,Non-Explicit
6sp6Vx3sv2l5qxPfbQkcyt,Eddie Vedder,Mega Hits Autumn/Fall 2022,The Haves,0.0,306794.0,False,0.474,0.519,7.0,-5.291,1.0,0.0253,0.281,0.0,0.107,0.326,151.832,4.0,acoustic,Low,5.11,Non-Explicit
1WFVfVjCtbmdIv7j3Fa9iy,Brandi Carlile,Mellow Adult Pop,When You're Wrong,0.0,266960.0,False,0.568,0.301,10.0,-10.163,0.0,0.0373,0.796,3.37e-06,0.118,0.142,88.029,4.0,acoustic,Low,4.45,Non-Explicit
0e5PAxSyZ5DWWVqKANHETz,Brandi Carlile;Lucius,Country Car Hits,You and Me on the Rock,0.0,230098.0,False,0.568,0.686,1.0,-6.635,1.0,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4.0,acoustic,Low,3.83,Non-Explicit
1MLr9b1fOybO3MGiLy47Ys,Brandi Carlile;Lucius,Country Road Songs,You and Me on the Rock,0.0,230098.0,False,0.568,0.686,1.0,-6.635,1.0,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4.0,acoustic,Low,3.83,Non-Explicit
6JGjevTaqr9J1xp7YvYUKF,Brandi Carlile,Finest Country,"Speak Your Mind (From the Netflix Series ""We The People"")",0.0,193943.0,False,0.476,0.666,6.0,-3.438,1.0,0.0446,0.314,0.0,0.342,0.498,148.155,4.0,acoustic,Low,3.23,Non-Explicit
7Af2YlwMZryKOQiRfwMsD2,Brandi Carlile;Lucius,Easy Country,You and Me on the Rock,0.0,230098.0,False,0.568,0.686,1.0,-6.635,1.0,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4.0,acoustic,Low,3.83,Non-Explicit
3RE5nHIVkC4KcA7snFaTKd,Brandi Carlile;Lucius,Cozy Country,You and Me on the Rock,0.0,230098.0,False,0.568,0.686,1.0,-6.635,1.0,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4.0,acoustic,Low,3.83,Non-Explicit
0JvkNRyq8Tmot9khpdtN0I,Brandi Carlile;Lucius,Good Times Country,You and Me on the Rock,0.0,230098.0,False,0.568,0.686,1.0,-6.635,1.0,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4.0,acoustic,Low,3.83,Non-Explicit
27gHtbsHClwimHFtKgFop4,Brandi Carlile;Lucius,Laidback Country,You and Me on the Rock,0.0,230098.0,False,0.568,0.686,1.0,-6.635,1.0,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4.0,acoustic,Low,3.83,Non-Explicit
1QBNBGeIRRGBnLhdlHbfI8,Brandi Carlile;Lucius,Chillin' It - Mellow Day Country,You and Me on the Rock,0.0,230098.0,False,0.568,0.686,1.0,-6.635,1.0,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4.0,acoustic,Low,3.83,Non-Explicit
72xTsTouZ5nBmASX8k1XCW,Highland Peak,Trampoline (Acoustic),Trampoline - Acoustic,46.0,213098.0,False,0.596,0.2,0.0,-10.424,0.0,0.0305,0.91,0.000183,0.0884,0.308,107.893,4.0,acoustic,Moderate,3.55,Non-Explicit
3ILmwMefYZoQh5Cf5jeuUQ,Motohiro Hata,Documentary,透明だった世界,61.0,232360.0,False,0.373,0.914,0.0,-4.185,1.0,0.0565,0.076,0.0,0.669,0.56,168.21,4.0,acoustic,High,3.87,Non-Explicit
2DHDuADAHoUW6n0z80RLQF,Andrew Belle,Black Bear,Pieces,60.0,241119.0,False,0.494,0.652,6.0,-5.863,0.0,0.0314,0.0754,0.00256,0.125,0.298,137.018,4.0,acoustic,High,4.02,Non-Explicit
5JDcQAztvZTIkrWoZihgvC,Ron Pope,The Bedroom Demos,A Drop in the Ocean,68.0,220239.0,False,0.447,0.393,5.0,-8.65,1.0,0.038,0.785,0.0,0.28,0.564,73.139,3.0,acoustic,High,3.67,Non-Explicit
2sYFi9xVSZ56WHKSY2fN1K,Adam Christopher,So Far Away (Acoustic),So Far Away - Acoustic,52.0,171543.0,False,0.576,0.331,6.0,-9.389,0.0,0.0306,0.894,3.44e-05,0.129,0.407,149.02,4.0,acoustic,High,2.86,Non-Explicit
6xJOhSm4SvZwzy3uhWz26O,Andrew Belle,Black Bear,The Enemy,62.0,286865.0,False,0.536,0.89,1.0,-5.222,1.0,0.0375,0.078,0.0202,0.131,0.273,121.974,4.0,acoustic,High,4.78,Non-Explicit
7lLKxcNeJtDTWVRKHovLEC,Aron Wright,Build It Better,Build It Better,51.0,234473.0,False,0.526,0.333,4.0,-13.02,1.0,0.0314,0.91,0.168,0.111,0.159,94.951,4.0,acoustic,High,3.91,Non-Explicit
25UzeaV47eDT44Fovve6xQ,Chord Overstreet,Sleepwalking in the Rain,Sleepwalking in the Rain,0.0,216000.0,False,0.501,0.381,0.0,-9.448,1.0,0.036,0.687,0.00133,0.119,0.502,80.075,4.0,acoustic,Low,3.6,Non-Explicit
4oa14QBfWRDfJy2agySy0L,Sara Bareilles,Little Voice,Gravity,67.0,232760.0,False,0.27,0.275,0.0,-10.357,1.0,0.0356,0.834,0.0,0.146,0.231,168.964,4.0,acoustic,High,3.88,Non-Explicit
2gRKq9rIC5i1zuxp06zJWH,Chord Overstreet,What's Left of You,What's Left of You,57.0,178600.0,True,0.731,0.507,0.0,-6.477,1.0,0.046,0.572,0.0,0.0912,0.265,117.969,4.0,acoustic,High,2.98,Explicit
08MFgEQeVLF37EyZ7jcwLc,Zack Tabudlo,Pano,Pano,75.0,254400.0,False,0.375,0.457,3.0,-7.018,1.0,0.0315,0.868,0.0145,0.191,0.415,174.839,3.0,acoustic,Very High,4.24,Non-Explicit
6nXIYClvJAfi6ujLiKqEq8,Andrew Belle,The Daylight EP,Sky's Still Blue,62.0,244320.0,False,0.43,0.791,6.0,-5.419,0.0,0.0302,0.0726,0.0193,0.11,0.217,171.864,4.0,acoustic,High,4.07,Non-Explicit
7x4b0UccXSKBWxWmjcrG2T,Kurt Cobain,Montage Of Heck: The Home Recordings,And I Love Her,66.0,124933.0,False,0.616,0.282,1.0,-15.317,1.0,0.0331,0.983,0.833,0.13,0.435,96.638,4.0,acoustic,High,2.08,Non-Explicit
6owKuyHxUqidcAA6fPKSyy,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 3",We Can't Stop,64.0,222146.0,False,0.705,0.347,2.0,-8.249,1.0,0.0301,0.674,0.0,0.12,0.36,80.057,4.0,acoustic,High,3.7,Non-Explicit
0wbmIfvndFV9VDvuUY1pYN,Tim Halperin,Covers,Always Be My Baby,62.0,181852.0,False,0.582,0.255,4.0,-10.254,1.0,0.0306,0.772,0.0,0.0889,0.285,139.884,4.0,acoustic,High,3.03,Non-Explicit
3e5yu9MkIvQx17mm7LF6KY,Canyon City,Midnight Waves,Alone with You,58.0,186584.0,False,0.549,0.274,1.0,-12.565,1.0,0.0379,0.798,6.63e-06,0.103,0.207,86.664,4.0,acoustic,High,3.11,Non-Explicit
6VwAh8Z1d5YKoSWoEaV4db,Aaron Espe,Making All Things New,Making All Things New,65.0,159600.0,False,0.787,0.355,0.0,-11.429,1.0,0.0288,0.896,0.0201,0.111,0.48,99.978,4.0,acoustic,High,2.66,Non-Explicit
2D4BSm5Z8Hq5zYbSgJwEOh,Sara Bareilles,What's Inside: Songs from Waitress,She Used To Be Mine,67.0,250266.0,False,0.397,0.303,5.0,-7.508,1.0,0.0435,0.381,0.0,0.101,0.172,81.05,4.0,acoustic,High,4.17,Non-Explicit
7LwGBxB0h0CVmkOZxYKn0g,Andrew Belle,In My Veins (Feat. Erin Mccarley),In My Veins - Feat. Erin Mccarley,65.0,318908.0,False,0.548,0.42,0.0,-7.842,1.0,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,4.0,acoustic,High,5.32,Non-Explicit
0ZwdH0m32I8odedwvspYTh,Tyler Ward,Under Covers,I Don't Wanna Live Forever (Fifty Shades Darker),44.0,222351.0,False,0.787,0.403,0.0,-11.989,1.0,0.033,0.603,0.00857,0.131,0.264,118.042,4.0,acoustic,Moderate,3.71,Non-Explicit
16dkWKIlBsfYTISCVuDs0w,Ron Pope,Whatever It Takes,A Drop In the Ocean,55.0,219480.0,False,0.484,0.573,5.0,-6.183,1.0,0.0298,0.0882,1.14e-06,0.15,0.346,139.966,3.0,acoustic,High,3.66,Non-Explicit
3TwtrR1yNLY1PMPsrGQpOp,Five For Fighting,America Town,Superman (It's Not Easy),70.0,221693.0,False,0.382,0.416,0.0,-9.303,1.0,0.0302,0.0733,0.0,0.0719,0.125,102.089,4.0,acoustic,High,3.69,Non-Explicit
3Et4LKZLnXygPYfNdeB3D3,Andrew Belle,Dive Deep,When the End Comes,57.0,354400.0,False,0.541,0.575,9.0,-9.463,1.0,0.0491,0.677,0.215,0.102,0.428,91.98,4.0,acoustic,High,5.91,Non-Explicit
2E9viCx0hJKNKNThd2MdGQ,Bailey Jehl,You're Still The One,You're Still The One,56.0,177500.0,False,0.607,0.473,2.0,-8.555,1.0,0.034,0.712,0.0,0.66,0.54,119.698,4.0,acoustic,High,2.96,Non-Explicit
0Zf1BPkkFAWGtVHeBwHHz4,Ingrid Michaelson,It Doesn't Have To Make Sense,Light Me Up,56.0,247840.0,False,0.417,0.595,6.0,-7.84,1.0,0.0396,0.158,0.000269,0.101,0.117,147.928,4.0,acoustic,High,4.13,Non-Explicit
38jy6kRlPt8z1GUS9WXeNh,Jason Mraz,Love Is a Four Letter Word,93 Million Miles,67.0,216386.0,False,0.572,0.454,3.0,-10.286,1.0,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4.0,acoustic,High,3.61,Non-Explicit
2SkJKMfjpYsNv0KWOxiegX,A Great Big World,When the Morning Comes,Kaleidoscope,62.0,229320.0,False,0.709,0.913,7.0,-5.148,1.0,0.0748,0.0182,0.0,0.167,0.519,108.024,4.0,acoustic,High,3.82,Non-Explicit
4qCbMMMuEB56kHd4zPE6GD,Eddie Vedder;Nusrat Fateh Ali Khan,"Eat, Pray, Love",The Long Road,45.0,330933.0,False,0.537,0.342,2.0,-13.553,1.0,0.0273,0.645,0.266,0.0687,0.253,109.236,4.0,acoustic,Moderate,5.52,Non-Explicit
11TK5KLtLZUdKr1C549bAw,Drew Holcomb & The Neighbors,Good Light,What Would I Do Without You,64.0,172213.0,False,0.602,0.336,8.0,-11.106,1.0,0.0369,0.883,0.0017,0.143,0.335,90.894,4.0,acoustic,High,2.87,Non-Explicit
7BXW1QCg56yzEBV8pW8pah,Jason Mraz,Know.,Have It All,65.0,226106.0,False,0.643,0.638,1.0,-4.947,0.0,0.0407,0.204,0.0,0.0707,0.6,82.001,4.0,acoustic,High,3.77,Non-Explicit
2kMrCPZ0o5gErBPLCRgoli,Gabrielle Aplin,Mellow Adult Pop,Heavy Heart,0.0,235173.0,False,0.451,0.7,10.0,-6.597,0.0,0.0431,0.455,0.00233,0.405,0.37,150.055,4.0,acoustic,Low,3.92,Non-Explicit
5IjTZ1g8KrIuV97N3OQZ0V,Gabrielle Aplin,Break Up Songs,The House We Never Built,0.0,195213.0,False,0.546,0.391,2.0,-10.786,0.0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,4.0,acoustic,Low,3.25,Non-Explicit
3bHhUEOTIbezeZ856R0BX5,Eddie Vedder,Into The Wild (Music For The Motion Picture),Society,68.0,236306.0,False,0.561,0.327,11.0,-10.835,0.0,0.0327,0.902,0.000469,0.111,0.298,161.858,4.0,acoustic,High,3.94,Non-Explicit
0wf17wsLRwnnfh241GkeH5,Gabrielle Aplin,u don't deserve me,Please Don't Say You Love Me,0.0,181400.0,False,0.479,0.541,0.0,-9.862,1.0,0.0543,0.74,0.0,0.108,0.3,85.994,4.0,acoustic,Low,3.02,Non-Explicit
3322ArxAq7wCSZI4fF77Q0,Gabrielle Aplin,Coffee Moment,Please Don't Say You Love Me,0.0,181400.0,False,0.479,0.541,0.0,-9.862,1.0,0.0543,0.74,0.0,0.108,0.3,85.994,4.0,acoustic,Low,3.02,Non-Explicit
4LGF2tDg3878bs0mQPByZ4,Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed,61.0,164500.0,False,0.436,0.4,7.0,-11.485,1.0,0.0272,0.904,0.00105,0.125,0.351,100.734,4.0,acoustic,High,2.74,Non-Explicit
6Uy6K3KdmUdAfelUp0SeXn,Sara Bareilles,The Blessed Unrest,Brave,70.0,220573.0,False,0.551,0.836,10.0,-3.838,0.0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4.0,acoustic,High,3.68,Non-Explicit
2z2JKNU24UEngb4joR9p8f,KT Tunstall,Slow Christmas Songs 2022,Lonely This Christmas,0.0,257493.0,False,0.409,0.153,6.0,-10.74,0.0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4.0,acoustic,Low,4.29,Non-Explicit
2nef44o0sjJDKB1ta4S0ub,KT Tunstall,Lonely Christmas 2022,Lonely This Christmas,0.0,257493.0,False,0.409,0.153,6.0,-10.74,0.0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4.0,acoustic,Low,4.29,Non-Explicit
0qJGlogD7AyMLAJfQ42aI2,Five For Fighting,Bookmarks,Heaven Knows,62.0,210612.0,False,0.6,0.845,10.0,-7.076,1.0,0.0311,0.048,0.0,0.24,0.392,97.631,4.0,acoustic,High,3.51,Non-Explicit
04JS6OitE9VGsIS3S94Osg,The Civil Wars,Slow Christmas Songs 2022,I Heard The Bells On Christmas Day,0.0,154440.0,False,0.492,0.145,2.0,-14.504,0.0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4.0,acoustic,Low,2.57,Non-Explicit
5OGpsZeJRZ3t3MZioawcZW,The Civil Wars,Alternative Christmas 2022,I Heard The Bells On Christmas Day,0.0,154440.0,False,0.492,0.145,2.0,-14.504,0.0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4.0,acoustic,Low,2.57,Non-Explicit
3Vnes7v746dYzBn0FJTZ1W,KT Tunstall,Alternative Christmas 2022,Fairytale Of New York,0.0,263866.0,False,0.447,0.555,2.0,-6.018,1.0,0.0349,0.218,3.46e-06,0.124,0.33,117.888,3.0,acoustic,Low,4.4,Non-Explicit
30cYWLpVdBZVLb1cYdmcTT,The Civil Wars,Acoustic Christmas Campfire,I Heard The Bells On Christmas Day,0.0,154440.0,False,0.492,0.145,2.0,-14.504,0.0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4.0,acoustic,Low,2.57,Non-Explicit
7sUqJ51FGSi3n7x4pYjY3v,The Civil Wars,Lonely Christmas 2022,I Heard The Bells On Christmas Day,0.0,154440.0,False,0.492,0.145,2.0,-14.504,0.0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4.0,acoustic,Low,2.57,Non-Explicit
15BFn2VmEtonsXfNL1lUmy,The Civil Wars,Chill Christmas Dinner,I Heard The Bells On Christmas Day,0.0,154440.0,False,0.492,0.145,2.0,-14.504,0.0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4.0,acoustic,Low,2.57,Non-Explicit
0WOFJR54wyTwLB11jcBDb1,The Civil Wars,sadsadchristmas,I Heard The Bells On Christmas Day,0.0,154440.0,False,0.492,0.145,2.0,-14.504,0.0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4.0,acoustic,Low,2.57,Non-Explicit
1uDCw6LVMOmbZ6zRliNcNX,The Civil Wars,Christmas Country Songs 2022,I Heard The Bells On Christmas Day,0.0,154440.0,False,0.492,0.145,2.0,-14.504,0.0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4.0,acoustic,Low,2.57,Non-Explicit
7DYsBLdOqz0z14tYWMt2Tn,KT Tunstall,Del gusto de mamá,Hold On,0.0,177613.0,False,0.661,0.937,4.0,-5.157,0.0,0.0979,0.322,1.04e-06,0.19,0.805,105.549,4.0,acoustic,Low,2.96,Non-Explicit
7cPuE0M35EajWPRO3nRcH8,KT Tunstall,OO's Music Grandi Successi,Suddenly I See,0.0,199040.0,False,0.603,0.78,0.0,-5.531,1.0,0.0438,0.139,0.0,0.164,0.693,100.499,4.0,acoustic,Low,3.32,Non-Explicit
0U32q8CZRRo7xCzyiaZw5f,Motohiro Hata,言ノ葉,Rain,58.0,293040.0,False,0.626,0.655,9.0,-6.69,1.0,0.0263,0.503,0.0,0.13,0.542,92.003,4.0,acoustic,High,4.88,Non-Explicit
4kQXMVjoZ9yMibLZq5Aqi5,Callum J Wright,Somebody Else (Acoustic),Somebody Else - Acoustic,50.0,138495.0,False,0.794,0.38,10.0,-8.769,0.0,0.0477,0.762,0.0,0.262,0.617,114.99,4.0,acoustic,High,2.31,Non-Explicit
3us8sod4dLbM9FiMiPiEY8,Andrew Belle,Black Bear (Hushed),Pieces (Hushed),59.0,198626.0,False,0.52,0.279,5.0,-10.739,0.0,0.0547,0.894,0.000105,0.103,0.0951,69.642,4.0,acoustic,High,3.31,Non-Explicit
